date,configured_baseline_value,ridge_walkforward_value,tree_walkforward_value,mlp_walkforward_value,tcn_walkforward_value,hybrid_sequence_walkforward_value,lstm_walkforward_value,transformer_walkforward_value,benchmark_value
2025-09-19,114781.01737404232,121415.4880345099,111891.10986254252,119380.38351751275,112307.40925407139,116053.6184001571,111292.25973239934,120247.8137785641,118053.29437866347
2025-09-22,114437.89645671844,121613.7977797326,111153.68029704486,118276.096665993,112458.33937470382,116252.4146843819,110529.36112752485,120180.62972540982,118611.80870051513
2025-09-23,115364.97157143384,121208.0682649012,111053.1801394004,118747.68768523738,112621.20665105648,116187.79605445055,111282.04063232064,120690.87331825172,117966.14288663518
2025-09-24,116093.42202361536,120647.1408565379,111178.74003825568,119599.16882057145,113455.74036067977,115846.22575406569,112229.82814746481,121684.65944515716,117590.81655852222
2025-09-25,117145.38654128712,120151.53507857994,110829.7029381685,119974.99163069195,114400.2704193907,115766.10732851608,113407.71657982873,122939.6905665253,117048.31920878122
2025-09-26,118371.45514972771,120408.63384296256,111722.30095817601,121007.23593494583,114817.87812501057,115753.92272701663,115031.04768653342,123807.16771421862,117718.89789294614
2025-09-29,117547.34528729922,120303.52855122805,110927.94498789511,120199.33978678266,114175.36688278384,115445.53865795484,113656.78020018114,122554.86616136802,118049.7338416953
2025-09-30,116844.1759953554,120468.81995508152,109976.80300857597,119599.26195834842,114353.49425213516,116066.50838317182,112628.28274435503,122254.70253476627,118494.40897699572
2025-10-01,117855.48166936732,119658.60588016064,109027.05201507447,118997.90314865782,115223.19813293482,116614.72768252499,113803.30590156995,124018.57565767913,118898.1869353773
2025-10-02,118268.78619897117,119145.80067650236,108437.39495696618,118623.2487453306,115465.69547911176,116765.75684176324,114173.14202251231,124962.1131651661,119035.13150249876
2025-10-03,118029.50267815926,119649.50155736065,109066.40331024826,118853.06441372639,115500.88571536056,116861.26956749614,114121.62492311654,125054.75065437538,119033.36756675305
2025-10-06,118495.22498033648,119802.09990128953,109458.38945614692,119181.58018085686,116099.6537344258,117448.36173279867,114482.4557912399,125268.41358206577,119460.25090570487
2025-10-07,118051.42049015067,119754.70874528722,109126.99799359644,118860.22211062393,116026.06860771676,117399.03133359744,114120.61827487794,124902.09280855095,119017.35059464243
2025-10-08,118345.88242381603,119906.68514051888,108506.59108036797,118974.86099582286,116338.081715481,117631.5371381251,114966.53566049684,126027.89079972041,119727.06251998046
2025-10-09,118578.57147878858,119626.11932104317,107982.73387073883,118655.11750501316,115437.73508806186,117438.44435957367,115072.64435228077,126433.51156823321,119380.20959912062
2025-10-10,115416.3952090976,117170.36819417826,106310.45349327214,116201.81227880988,112745.33202894562,114304.00481098708,112174.13463412787,122860.3032282715,116153.62268848204
2025-10-13,118433.6943160742,118836.20324163018,108261.55981142349,118110.51199499621,114208.28080333093,116544.05761393183,113990.18217134746,126665.10075298778,117935.89465514407
2025-10-14,117252.72015555775,119165.4477371336,108723.0132160376,118506.89855059292,114358.08457374717,116039.82371950819,112947.3393009688,124456.87872988697,117791.81812559403
2025-10-15,118405.53221722982,119228.25145431608,109083.9076719204,118978.76587701506,115449.84379480385,116967.40633426388,113910.06630244822,125989.41251359346,118314.75974324072
2025-10-16,118102.44278569288,118509.10626105146,108079.03899073436,118409.66671323063,114952.36204524564,116131.95806461903,113981.35585042206,126473.18030492234,117509.0113161923
2025-10-17,117673.14902321971,119282.68287782988,108541.0494114204,119081.08402545295,116021.39872804102,116814.26512328748,114085.83923102624,126116.92401347803,118176.02946338906
2025-10-20,118777.42288963559,120018.51504567137,109532.49553394246,119940.45496372145,117417.36514180574,118198.9573805421,114459.61777115938,126668.99204694547,119405.11158091333
2025-10-21,118209.73375454922,119808.77516652852,108893.46703805354,119387.91533210006,117414.40287776134,117724.55777279752,114391.63661137808,125682.9601239548,119403.32586818312
2025-10-22,116447.74903708781,119022.75958771935,108186.72189503204,118420.79874691123,116653.70359475544,116568.5900705043,113783.47104916153,125071.62371890311,118782.56203609586
2025-10-23,118152.1191082463,119655.46171845896,108788.7749274369,118971.45071586224,117598.26111086624,117911.07887742431,114753.2356722852,126594.18861277125,119486.93860022776
2025-10-24,120055.95850110335,120711.56964028506,110002.59057905733,120480.00139945975,118227.77317164619,119470.23895329078,115578.82899003824,127954.40735031018,120463.45125134916
2025-10-27,122543.03634797083,122147.37632766536,111436.17914184529,122364.21732081259,120330.13126893775,121938.69221005029,117020.71418442151,130097.1707474316,121884.63903777096
2025-10-28,123852.01596041193,122727.92280669096,111033.0224248199,122962.89127253965,121269.81094943479,123397.77485840952,118836.47339882454,131607.58121897522,122208.36480107602
2025-10-29,124082.10236200088,122483.87815187647,111010.81353297946,122927.91488954566,121454.63230406048,123799.82671627523,118577.87856582267,132874.77520557452,122267.06466283572
2025-10-30,122964.49661779816,122675.67302639053,111663.20051502017,123714.59466555786,121069.40066744245,123689.11902183737,116766.71999793593,131111.04604002062,120922.35764602998
2025-10-31,123001.06960643159,122547.76574887529,111635.63898491749,123568.39096398586,120371.49658226546,123494.6859545669,116515.69030917257,130799.81893438814,121319.01453047522
2025-11-03,123983.2809427778,122465.29490428501,112271.6763336284,123730.92857179775,121059.03251701366,124369.15640339999,117098.30164531627,130642.93897874728,121546.69290357767
2025-11-04,120509.34502396338,120177.76902402128,111440.09706989555,120643.12210252696,117674.93707980061,122624.28458610422,115855.5054637699,127258.8100783043,120105.92760807708
2025-11-05,121800.88823234577,120673.4831607967,111890.69828259455,121676.19515563468,119229.62949162039,122544.75782007929,116235.18717264535,129373.84908929632,120522.15111310886
2025-11-06,119002.02251181891,119405.32679841745,111367.4767547703,119315.25432455546,116163.60681839491,120822.49678110995,114809.49401734944,126930.02375354512,119229.02288412649
2025-11-07,118572.14433151182,119743.08703219352,111464.18457313125,119190.69217438539,116232.00814850585,120969.38025265605,114969.38472788382,126144.24599713116,119346.41171915365
2025-11-10,121593.09479210852,121700.25109257174,113052.87516093263,121329.42262015252,118637.3182083152,123321.25407629604,116242.54987233042,128443.58124884967,121208.7358808922
2025-11-11,120637.15487602387,121535.85937469889,113716.6103245945,120761.13021214076,117698.18926339672,122992.123838889,117192.55285700662,128506.33100455331,121486.20732908782
2025-11-12,121972.74083055531,122231.83181717485,114486.67697683148,122512.0299687184,119190.84794914814,124048.41228821204,118280.24525377412,130464.26320041419,121553.80308902182
2025-11-13,119274.48116487567,120795.56092325227,113187.63834268838,119959.13120465209,115925.57931093728,122105.11450986916,117432.99272814103,128440.16721133131,119536.73167532095
2025-11-14,119211.87086711996,121273.64411765804,112696.13592575923,120118.65385797244,115976.80993834142,122482.425224599,117450.53473443612,128294.95953081067,119517.17594322664
2025-11-17,118294.8314525189,120139.7191469955,112352.50410659132,118228.71207401442,113884.33054289449,121188.90483533578,116143.77780685277,127363.47510615876,118403.6969479993
2025-11-18,116306.12252820138,119624.32434619525,111819.6051080945,117016.7144627976,112114.67084115185,119775.50921071284,115156.1300814904,126206.07842607456,117409.40338902155
2025-11-19,117852.41366714699,121393.11444852437,112933.14411253868,118785.03117888943,113070.1609630558,120973.69865774913,115611.34814818647,127729.9763929731,117862.97442249626
2025-11-20,114225.56650432746,119008.11306533612,111200.18799129906,115564.08149616102,109503.75565908616,118476.6500590396,113453.65233951263,124105.11489170395,116066.47119645379
2025-11-21,115137.40826802189,119598.39133618111,112203.00653810355,115945.95845805763,109997.04648810193,118405.2356483821,114149.92099539873,125404.52329952596,117222.63308133016
2025-11-24,119708.33109297059,122442.24077075647,113857.56182850359,118966.31598115634,113440.34818812016,121030.43172243638,115171.41906353671,130013.99687295179,118947.98001047049
2025-11-25,119529.13262117268,122595.06618063603,114873.82711134471,119253.77761675819,112882.3449405502,121496.25149003963,115696.50024616026,129969.83142960476,120066.79436690397
2025-11-26,120946.17929045417,123951.21300589934,115367.50635384319,121109.61423187699,114744.22354990071,122824.66834673026,116535.04533726351,131574.17445362968,120895.68083999938
2025-11-28,122952.49113139437,125678.14292733592,116315.70551098733,123217.49896009377,116864.71313280688,123650.695780175,117588.84865127593,133996.02772100517,121555.57791325975
2025-12-01,121319.63070417049,124171.79409013597,115276.2549858058,121582.45831208257,115037.9111551147,122081.37527728698,116256.38429093326,132384.78980189233,121000.6241283763
2025-12-02,122543.45849280975,125241.36232114352,114894.0961787527,121111.64068469306,115934.18597747058,122723.90691012915,115977.54792663243,133750.72737968367,121224.74196451058
2025-12-03,122908.5339605489,125711.41387711531,115839.75963321824,122283.28797127119,116856.76067310589,123623.52646240177,116751.23178382567,134016.5502226271,121644.5151180183
2025-12-04,121154.25818974979,123812.0550032554,115184.533613902,121925.86303787497,115549.10266433253,122134.68835560934,116335.65841852635,132100.6466821598,121733.45232277684
2025-12-05,122026.51794112634,124560.06872306675,115175.6027770443,122433.82834062877,116413.07750597314,122680.17732821636,116821.86570014164,133123.83566984453,121964.68034435523
2025-12-08,121474.04104657065,123480.8317645917,114127.47538612717,122295.49926777159,115974.22117681932,121937.98917980898,116968.38338365995,132361.89995446283,121598.2716914011
2025-12-09,121380.5328547924,123444.27601441843,113400.10860142358,121837.08433580784,115336.1818048669,121386.55671230331,116322.96818630137,132462.88816069317,121493.3175145319
2025-12-10,122991.56103735116,124853.73044171649,115329.47382867917,123736.09884794187,117078.57061724976,123168.88015405592,118302.45647325937,133967.1432784504,122299.08771856481
2025-12-11,122210.71975225121,123815.5129338965,115616.82640453315,124282.2422464128,117157.79163270004,122890.04483490442,119192.45706100418,132742.494930172,122583.66935220451
2025-12-12,119899.08040307941,121330.29755665796,115536.17055329714,122151.9113601347,114629.34581006796,120522.49986094172,117565.34400362977,129829.64477328637,121265.65002992169
2025-12-15,119783.03880802452,120984.74312803727,116411.2177964987,122155.85889234026,114646.62064654895,120385.0919887865,117497.18555109693,129261.87385848824,121082.4402591985
2025-12-16,118666.89546561366,120077.43132369318,114647.81594398021,120609.47643156273,113481.77377639638,118953.63861711603,115947.94182783896,128411.51346428122,120751.60431044931
2025-12-17,116290.61509128888,117847.70727752689,114108.59856424862,119675.77522695476,111819.18475377982,117661.42573200604,115019.28642023669,125674.95189002297,119422.90337726197
2025-12-18,117075.33862505834,118858.92041949509,114501.56433071326,120183.41502286916,112478.53653216937,118186.34515575822,115141.61687805688,127042.01668276858,120324.69919451301
2025-12-19,118440.72446934688,120398.62497242744,115343.61974357539,121718.37813191707,114098.62120779764,119628.84905196438,116274.64980354573,128705.2820027863,121415.25791353852
2025-12-22,118408.20915255013,120494.23845884994,116163.50860674582,122556.80936381532,114545.91946555892,120188.74960692399,116868.82076600676,128672.21823271504,122171.65969367634
2025-12-23,118638.59979799998,121143.42254369082,116573.05098160463,123264.48105247517,115052.02460178696,120831.33999639766,117229.49265927078,129288.05240336119,122730.04335362087
2025-12-24,118960.02488705628,121415.26894797038,117048.83650168509,123822.94412888506,115524.23751995829,121157.1419989734,117890.05045194631,129503.58205205314,123161.76118313498
2025-12-26,119065.67081753821,121521.94853087202,117003.70699208126,123833.3866406153,115562.10688592719,121243.14541745717,117854.53734157718,129639.17239504743,123149.27208251572
2025-12-29,119054.32460454131,121610.62724805117,116978.20921548767,123449.96285457486,115222.84655260033,121299.0168072343,117477.96398623833,129601.95725159344,122710.41140208076
2025-12-30,119185.61113755243,121821.10617033797,116955.09213531736,123348.90980981405,115309.4707298841,121572.36617028939,117341.868142283,129824.40518599772,122560.56397163428
2025-12-31,118417.93313741447,120830.68259166145,116327.47676301784,122430.3573450278,114376.76818356015,120600.01925530151,116630.41754675815,128824.07781519483,121652.5181598275
2026-01-02,118993.79237995138,122337.60192175665,117663.98579130048,123703.60799934532,115803.19861656608,122104.06190678454,118084.95398492615,130194.28444155969,121875.51448125926
2026-01-05,119797.60296665368,123555.76557133674,118257.2570434218,124389.74173366702,116956.29664075348,123319.90010652343,119260.77234532508,130656.16936857121,122687.21891357246
2026-01-06,119867.39001886612,123231.66800901067,117892.06307033342,124611.72139031309,116649.51006171628,122996.421239908,118947.94092528155,130452.00963824579,123416.86766823383
2026-01-07,120426.36298333027,123241.17045685729,118409.8397617102,125134.72031224289,116658.50495648324,123005.9055477733,118957.1130530582,130812.86072194735,123019.04571511706
2026-01-08,120063.60030756413,123112.95048114908,118045.81513995424,124318.46047427623,116537.13357858876,122877.93034141298,118833.35020587458,130644.71380480938,123006.55661449782
2026-01-09,120120.80544877001,123261.46690920832,118120.35823289298,124163.4853606588,116677.71731691778,123026.16325460609,118976.70396872335,130605.09333024768,123820.04675954123
2026-01-12,120537.87955292674,123129.66773345975,118566.06763216115,124488.61935522067,116552.95791435507,122894.61568082611,118849.48634013624,131341.7932413194,124014.49345427408
2026-01-13,120146.78487885764,122948.62765507706,119254.23918286961,124283.20542251554,116381.58770744258,122713.92120430214,118674.73950033043,131631.49844969885,123766.52982009608
2026-01-14,119978.60914753891,122173.55356361854,118970.13043796908,123410.39966136118,115647.91255323177,121940.32671365382,117926.60820637777,131692.29504803763,123158.18975767453
2026-01-15,120368.49749488996,123250.97655687183,120021.47652290294,124689.54968858277,116667.78728448212,123015.69292814063,118966.57827757458,132217.46753352167,123493.5770961873
2026-01-16,119806.47891177385,123232.06959966233,119793.880590198,124520.34601874242,116649.8902022558,122996.82206393116,118948.32855600894,132053.084122394,123390.10375426513
2026-01-20,117817.36581015414,120566.47732502781,117620.70650227575,121730.56254350425,114126.6748803819,120336.31835119381,116375.39647177448,129867.52291685808,120878.28102937204
2026-01-21,119371.26443789809,122463.72870644709,119491.30096703248,123280.03734493774,115922.58860679752,122229.94791798649,118206.69640371218,131750.40776954094,122273.3473228683
2026-01-22,120414.28729777328,123268.86822794423,120232.98584646071,124119.79378526825,116684.72330992512,123033.55044437379,118983.84800595007,132401.47215716983,122912.00094773449
2026-01-23,119494.2632907726,122156.47323953209,119537.7768838921,122963.96827249894,115631.74453839783,121923.27899556163,117910.12162128773,131611.00362845132,122956.60021202086
2026-01-26,120688.64014786649,123270.52459564689,120555.95237934214,124190.0873323489,116686.29120626312,123035.2036501039,118985.44679569975,132737.11526617417,123580.98991202984
2026-01-27,121056.71956485906,123632.312669153,121137.53431464014,124533.12323438772,117028.75513783608,123396.30107747362,119334.65854532672,133342.997244727,124073.36753190994
2026-01-28,121244.0776425682,123902.66066740292,121592.60035190081,124941.92270276711,117284.66307166127,123666.13298684679,119595.6088208902,133950.66737464882,124060.8784312907
2026-01-29,120823.55442338693,124762.45314259762,122134.71307516008,125461.31328158878,118098.5315569834,124524.28413554517,120425.51355398187,134709.07806771697,123814.68962135066
2026-01-30,120761.58600520565,124738.43110280136,122089.92963194134,125248.59585357184,118033.17934518536,124455.39526644484,120358.8968539267,134560.12863065506,123445.40640644055
2026-02-02,121662.23339284101,125786.28546472955,123946.43922584619,126656.38981158682,119282.79386253143,125695.93449999695,121981.01460796686,136705.99540991866,124059.09271856048
2026-02-03,122079.63439373297,125390.25772989645,123853.94514163892,126261.42410355572,118363.9748629695,124785.39561149162,121100.13204561605,136855.31038228006,123010.12803995828
2026-02-04,122689.95295592018,122226.39532405419,119949.65960767628,122424.11953129024,115166.52611815663,121298.80601350426,117010.80243993588,133919.91856912378,122414.27707815598
2026-02-05,121931.09657786021,120438.12230818931,118297.00168616015,120360.3244428796,113681.50773879804,119448.13585474115,114990.52208163434,132661.69022762048,120885.41299180065
2026-02-06,124247.88441479238,123595.32643924328,121254.19817604366,123917.07261179455,116734.27684226047,123636.0067744479,118552.39541521367,136684.00874688572,123204.57473469112
2026-02-09,124736.46388689418,125053.44098003763,122341.80247322579,124755.59076998975,118005.281118743,125152.60581955402,119732.65793632275,138129.8646139963,123798.63998376319
2026-02-10,123801.90317165494,124441.27375222309,121455.31692169751,122907.87717376869,117269.35087385686,124723.37340069472,117961.98207791992,136865.89548013327,123472.17032040925
2026-02-11,124255.95045091267,123740.86710929568,119642.27913014857,122423.80307855,115873.57519215053,123527.46903503484,116902.24655176602,136732.11772892013,123443.63158220258
2026-02-12,122536.39408536586,119346.96256045383,115731.59833807945,119601.52978675794,112354.80409679875,119241.36045660471,114091.84547379134,132281.86349167192,121536.56660577834
2026-02-13,122665.36731037927,119148.2646137995,116257.58781797707,119449.34298447383,112504.18824249734,119561.12139280303,113951.24664073528,132873.80306429765,121622.19370889063
2026-02-17,122080.51567368998,119071.55130027556,117082.70092548891,119932.19827549413,112697.29496691088,120112.75640416783,114237.35296842108,132045.59776475842,121818.42611635367
2026-02-18,122711.06851982833,120415.1767062702,117828.24968756587,120744.69741137217,113270.45934470811,120939.46218321299,114632.10305728375,132371.42473172632,122432.1124284736
2026-02-19,121766.84522863901,120365.08541410921,117675.32675113544,120896.97266302048,112900.22018932064,120301.65096080309,113941.07039955241,131484.94222708343,122109.2141905801
2026-02-20,121368.97646649939,120940.61082979388,118891.58325293154,121959.8417239961,113673.80362632386,120635.77326638142,114644.39862090039,131289.0699372791,122992.28180114836
2026-02-23,121323.65455338369,119962.17791009646,116506.48739529231,120410.33850998928,112338.37390394586,118909.14662501898,112743.34307389347,130368.58714578795,121736.37043870181
2026-02-24,122511.48022947853,121344.40442651995,118461.07654238713,122966.11145048108,113939.45710242566,120790.17720880656,115163.72272582834,132949.62186984555,122621.21287350805
2026-02-25,122766.94329173243,122356.57929628633,119298.10564759868,123890.29526833251,114730.67816080472,121842.7271551588,116336.01390059933,133372.92499874,123655.9245157453
2026-02-26,121968.99310096486,120609.35591004824,118394.06714774827,121815.16405884174,113083.60274313886,120472.40612252074,114533.3074824882,131870.91770550777,122969.0893126401
2026-02-27,122027.786014752,120034.22954346734,116635.03485167859,120652.85993983921,112030.58820994396,118064.09675177325,111966.69877761044,131347.32162881,122378.59548902843
2026-03-02,122462.1252433571,120245.94149523709,116840.75142908403,120865.6630091105,112228.18363399965,118272.33385590861,112164.18151583918,131578.9871956031,122448.17295455329
2026-03-03,120354.41369016182,117802.02478482109,114466.04288321256,118409.15088179537,109947.22238115245,115868.52937406,109884.5210623714,128904.73406449279,121368.87293652195
2026-03-04,120371.97439528351,118855.13543063006,115489.33096815109,119467.68903156483,110930.11372430394,116904.3552184879,110866.85187673372,130057.09921260002,122225.17663312152
2026-03-05,118299.66375673647,117544.55597198666,114215.86521245669,118150.35513051729,109706.92107162382,115615.28642040702,109644.35679322164,128622.99910357896,121543.69856820692
2026-03-06,118485.68476326032,116047.82313625004,112761.51767239458,116645.9084582279,108309.98737514026,114143.11959764276,108248.21974792331,126985.20086956183,119950.6141545174
2026-03-09,118847.39955364953,117042.08319656886,113727.62173477725,117645.29271934804,109237.95217163887,115121.06077662452,109175.65533945193,128073.16883021829,121001.37543434206
2026-03-10,118401.46822101343,117640.62245410829,114309.21123161261,118246.91671846114,109796.58203367004,115709.77615456826,109733.96662291148,128728.11974435758,120806.91785111697
2026-03-11,118313.19630315855,118519.71963420534,115163.41365894192,119130.54457484146,110617.0627794919,116574.44463221783,110553.97946037073,129690.0708519404,120655.28470794024
2026-03-12,117157.91778060001,116889.37129548735,113579.2344124888,117491.7937742354,109095.42279339494,114970.8553499474,109033.20724366141,127906.06400300201,118823.14344673925
2026-03-13,117336.25519644901,117010.49186512562,113696.92502386477,117613.53857303139,109208.4672867241,115089.9879565946,109146.18726934276,128038.60005106637,118150.5830569835
2026-03-16,118139.26967975417,117684.61533257567,114351.95829578578,118291.1363266868,109837.6415553623,115753.04697389637,109775.00272894936,128776.25890249116,119352.9883684771
2026-03-17,117708.27984742285,116271.16889942548,112978.53860859765,116870.40529704677,108518.44089142398,114362.79956637279,108456.55438616638,127229.59672149348,119666.95804271956
2026-03-18,116376.0746974567,115770.47169479073,112492.02042012072,116367.12760756747,108051.12917072857,113870.32035076761,107989.50916662064,126681.70936447926,117997.16420107655
2026-03-19,115365.87565210974,115890.36461814011,112567.94043893125,116529.63482156064,108163.02867472605,114029.32160328217,108179.2333168172,126767.10478119404,117706.37612685013
